n,fecha,concepto,importe,estado,detalle,n_comprobante,documentos,confianza,origen_detalle,fuente,motivo
12,2026-08-04,Pago de servicios - Nombre016 Nombre017 Nombre018: 5088363703323581336 - tarj nro. 2889,-4042.53,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
13,2026-08-04,Pago de servicios - Nombre016 Nombre017 Nombre018: 7402927012482700075 - tarj nro. 2889,-29845.13,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
14,2026-08-04,Pago de servicios - Nombre016 Nombre017 Nombre018: 5088363703323581336 - tarj nro. 2889,-58953.68,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
15,2026-08-04,Pago de servicios - Nombre016 Nombre017 Nombre018: 5088363703323581336 - tarj nro. 2889,-57546.39,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
16,2026-08-04,Pago de servicios - Nombre016 Nombre017 Nombre018: 7402927012482700075 - tarj nro. 2889,-2129.03,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
17,2026-08-04,Transferencia realizada - A Nombre019 sa / - fac / 30735649422,-1229360.0,NARANJA,Maquinaria - Repuestos - Nombre019,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
18,2026-08-04,Transferencia inmediata - A Nombre020 Nombre021 Nombre022 / - fac / 20672945922,-716320.0,NARANJA,Maquinaria - Repuestos - Nombre020 Nombre021 Nombre022,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
19,2026-08-04,"Impuesto ley 25.413 debito 0,6%",-49595.65,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
20,2026-08-05,Debito automatico - Nombre023 -909449900,-1023536.89,NARANJA,Asesoramiento - Asociación - Nombre023,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
21,2026-08-05,Compra con tarjeta de debito - Nombre024 Nombre025 del Nombre026 - tarj nro. 6685,-80210.02,NARANJA,Maquinaria - Ferreteria - Nombre114 Nombre025,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
22,2026-08-05,Transferencia por sistema Nombre027 - Cuit:30318985229 - cbu:2984769633927535115696,-742155.0,NARANJA,Personal - Embargo - Nombre115,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
23,2026-08-05,"Impuesto ley 25.413 debito 0,6%",-11075.41,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
24,2026-08-06,Debito Nombre005. online banking emp - A Nombre028 electricidad sa / - fac / 30004356126,-14083.36,NARANJA,Mantenimiento - Materiales Electricos - Nombre028 Electricidad,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
25,2026-08-06,Pago de servicios - Nombre029: 20660736274 - tarj nro. 2889,-806120.21,NARANJA,Servicios - Telefonía - Nombre029,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
26,2026-08-06,Pago de servicios - Nombre030: 1665017166896451239 - tarj nro. 2889,-369746.06,NARANJA,Servicios - Internet - Nombre052,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
27,2026-08-06,Pago de servicios - Nombre031.Nombre032: 7316975267718804405 - tarj nro. 2889,-8066194.02,NARANJA,Personal - Leyes - El Nombre116,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
28,2026-08-06,"Impuesto ley 25.413 debito 0,6%",-55536.86,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
29,2026-08-07,Snp debito directo - Nombre033 y con-30719795892,-535279.8,NARANJA,Servicios - Software - Nombre117 Nombre118,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
30,2026-08-07,Pago de servicios - Nombre031.Nombre032: 7316975267718804405 - tarj nro. 2889,-5917909.11,NARANJA,Personal - Leyes - El Nombre116,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
31,2026-08-07,"Impuesto ley 25.413 debito 0,6%",-38719.13,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
32,2026-08-10,Deposito e-Nombre034 48hs Nombre035 Nombre036,3100000.0,NARANJA,Maquinaria - Venta - Nombre119,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
33,2026-08-10,Comision Nombre037 Nombre038 Nombre039,-21700.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
34,2026-08-10,Iva 21% Nombre040 de Nombre041 ley27743,-4557.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
35,2026-08-10,Iva percepcion rg 2408,-651.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
36,2026-08-10,Compra con tarjeta de debito - Nombre042*Nombre043 - tarj nro. 6685,-165019.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
37,2026-08-10,Debito automatico - Personal flow da-2836253793388025,-164889.25,NARANJA,Servicios - Telefonía - Personal Flow,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
38,2026-08-10,Debito automatico - Personal flow da-0728408245106320,-74739.06,NARANJA,Servicios - Telefonía - Personal Flow,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
39,2026-08-10,Debito Nombre005. online banking emp - A Nombre044 Nombre045 Nombre046 / - var / 20041007133,-2000000.0,NARANJA,Retiro - Accionista - Nombre044 Nombre045,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
40,2026-08-10,Transferencia realizada - A Nombre047 Nombre004 s a / - fac / 30230035963,-99825.0,NARANJA,Maquinaria - Repuestos - Nombre047 Nombre004,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
41,2026-08-10,"Impuesto ley 25.413 credito 0,6%",-18600.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
42,2026-08-10,"Impuesto ley 25.413 debito 0,6%",-15188.28,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
43,2026-08-11,Transferencia realizada - A Nombre048 Nombre049 Nombre050 / - fac / 23637811100,-83607.14,NARANJA,Mantenimiento - Plomeria - Nombre120 Nombre048,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
44,2026-08-11,Compra con tarjeta de debito - Nombre051 energia sa - tarj nro. 9486,-240008.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
45,2026-08-11,Transferencia realizada - A Nombre052 Nombre053 sr / - fac / 33751612109,-570152.0,NARANJA,Servicios - Internet - Nombre052,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
46,2026-08-11,"Impuesto ley 25.413 debito 0,6%",-5362.6,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
47,2026-08-12,Compra con tarjeta de debito - Nombre054 Nombre055 - tarj nro. 6685,-209772.88,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
48,2026-08-12,Transferencia inmediata - A Nombre056 Nombre057 Nombre058 / - fac / 20123986774,-58080.0,NARANJA,Ganaderia - Insumo - Nombre121 Nombre122,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
49,2026-08-12,"Impuesto ley 25.413 debito 0,6%",-1607.12,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
50,2026-08-13,Pago de servicios - Nombre016 Nombre017 Nombre018: 4224108234408205485 - tarj nro. 2889,-29473.44,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
51,2026-08-13,Pago de servicios - Nombre016 Nombre017 Nombre018: 4224108234408205485 - tarj nro. 2889,-424366.1,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
52,2026-08-13,Pago de servicios - Nombre016 Nombre017 Nombre018: 4224108234408205485 - tarj nro. 2889,-28889.62,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
53,2026-08-13,Pago de servicios - Nombre016 Nombre017 Nombre018: 4224108234408205485 - tarj nro. 2889,-415134.84,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
54,2026-08-13,Compra con tarjeta de debito - Nombre042*Nombre059 - tarj nro. 9486,-246165.99,NARANJA,Personal - Sindicato - Nombre059,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
55,2026-08-13,Debito automatico - Senasa -30719795892,-5762.33,NARANJA,Impuesto - SENASA - El Nombre116,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
56,2026-08-13,Compra con tarjeta de debito - Nombre042*Nombre060 - tarj nro. 9486,-584777.26,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
57,2026-08-13,"Impuesto ley 25.413 debito 0,6%",-10407.42,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
58,2026-08-14,Transferencia realizada - A Nombre061 sa / - fac / 30944632768,-965508.25,NARANJA,Mantenimiento - Materiales Electricos - Nombre061 SA,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
59,2026-08-14,"Impuesto ley 25.413 debito 0,6%",-5793.05,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
60,2026-08-18,Compra con tarjeta de debito - Nombre062 s a - tarj nro. 6685,-175004.97,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
61,2026-08-18,Debito automatico - Nombre063 -5373606737494,-2257578.99,NARANJA,Servicios - Salud - Nombre063,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
62,2026-08-18,Compra con tarjeta de debito - Nombre001 - tarj nro. 9486,-16079.07,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
63,2026-08-18,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
64,2026-08-18,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
65,2026-08-18,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
66,2026-08-18,Pago a proveedores Nombre065 - Nombre032 5000 625 d 33049643039 260 1295150 202,11710337.05,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
67,2026-08-18,"Nombre031 al debito Nombre066 Nombre067 1,2%",-14400.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
68,2026-08-18,"Impuesto ley 25.413 debito 0,6%",-14691.97,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
69,2026-08-18,"Impuesto ley 25.413 credito 0,6%",-70262.02,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
70,2026-08-19,"Comision Nombre068 Nombre069 Nombre070 - Total Nombre071 del Nombre072 $ 1200000,00",-12000.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
71,2026-08-19,Iva 21% Nombre040 de Nombre041 ley27743,-2520.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
72,2026-08-19,Iva percepcion rg 2408,-360.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
73,2026-08-19,Compra con tarjeta de debito - Nombre073 Nombre026 Nombre074 s.a - tarj nro. 9486,-1548.82,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
74,2026-08-19,Compra con tarjeta de debito - Nombre075 Nombre076 - tarj nro. 9486,-37.3,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
75,2026-08-19,"Impuesto ley 25.413 debito 0,6%",-98.79,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
76,2026-08-20,Debito automatico - Nombre023 -909449900,-332754.0,NARANJA,Asesoramiento - Asociación - Nombre023,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
77,2026-08-20,Compra con tarjeta de debito - Nombre077 de Nombre004 - tarj nro. 6685,-11510.8,NARANJA,Ganadería - Tasas - Marcas y Señales,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
78,2026-08-20,"Impuesto ley 25.413 debito 0,6%",-2065.58,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
79,2026-08-21,Pago de servicios - Arba Nombre078: 35082183007054 - tarj nro. 2889,-666563.8,NARANJA,Impuesto - ARBA - IIBB,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
80,2026-08-21,Pago de servicios - Gas Nombre079: 38868782199995400 - tarj nro. 2889,-186210.6,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
81,2026-08-21,Pago de servicios - Gas Nombre079: 38868782199995400 - tarj nro. 2889,-186210.6,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
82,2026-08-21,Pago de servicios - Nombre031.Nombre032: 7316975267718804405 - tarj nro. 2889,-15260197.01,NARANJA,Personal - Leyes - El Nombre116,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
83,2026-08-21,"Impuesto ley 25.413 debito 0,6%",-97795.08,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
84,2026-08-24,Pago a proveedores Nombre065 - Nombre080 sa 30726480462 03 5359078,25000000.0,NARANJA,Agricultura - Venta Cereal - Nombre080,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
85,2026-08-24,Transferencia recibida - De Nombre081 Nombre082 sa / saldo - cuo / 30956357683,48249866.67,NARANJA,Agricultura - Venta Cereal - Nombre081 Nombre082,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
86,2026-08-24,"Impuesto ley 25.413 credito 0,6%",-439499.2,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
87,2026-08-25,Pago de servicios - Nombre031.Nombre032: 7316975267718804405 - tarj nro. 2889,-165610.2,NARANJA,Personal - Leyes - El Nombre116,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
88,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4885232022101152137 - tarj nro. 2889,-3990.87,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
89,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4885232022101152137 - tarj nro. 2889,-28007.62,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
90,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 3080918979609138235 - tarj nro. 2889,-3996.53,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
91,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 3080918979609138235 - tarj nro. 2889,-28048.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
92,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4610708478556785822 - tarj nro. 2889,-12830.41,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
93,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4610708478556785822 - tarj nro. 2889,-95528.61,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
94,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4187955690102494490 - tarj nro. 2889,-3999.33,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
95,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 4187955690102494490 - tarj nro. 2889,-28067.96,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
96,2026-08-25,Pago de servicios - Nombre016 Nombre017 Nombre018: 3860463269736230159 - tarj nro. 2889,-107004.77,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
97,2026-08-25,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
98,2026-08-25,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-300000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
99,2026-08-25,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-300000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
100,2026-08-25,"Impuesto ley 25.413 debito 0,6%",-2862.52,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
101,2026-08-25,"Nombre031 al debito Nombre066 Nombre067 1,2%",-12000.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
102,2026-08-26,"Comision Nombre068 Nombre069 Nombre070 - Total Nombre071 del Nombre072 $ 1000000,00",-10000.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
103,2026-08-26,Iva 21% Nombre040 de Nombre041 ley27743,-2100.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
104,2026-08-26,Iva percepcion rg 2408,-300.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
105,2026-08-26,Debito Nombre005. online banking emp - A Nombre083 Nombre084 Nombre085 / - fac / 20154722375,-552027.92,NARANJA,Flete - Agricultura - Nombre085,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
106,2026-08-26,Transferencia realizada - A el Nombre086 de Nombre087 s / - fac / 30143959176,-590673.6,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
107,2026-08-26,"Impuesto ley 25.413 debito 0,6%",-6930.61,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
108,2026-08-26,Comision Nombre005 Nombre088 Nombre089 Nombre090 - Comision Nombre091,-1782.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
109,2026-08-26,Iva 21% Nombre040 de Nombre041 ley27743,-374.22,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
110,2026-08-27,"Impuesto ley 25.413 debito 0,6%",-12.94,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
111,2026-08-28,Comision servicio cuenta Nombre093,-15120.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
112,2026-08-28,Iva 21% Nombre040 de Nombre041 ley27743,-3175.2,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
113,2026-08-28,Iva percepcion rg 2408,-453.6,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
114,2026-08-28,"Impuesto ley 25.413 debito 0,6%",-112.49,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
115,2026-08-29,Debito Nombre005. online banking emp - A Nombre094 Nombre095 Nombre096 / - fac / 20850146105,-94138.0,NARANJA,Maquinaria - Repuestos - Nombre096,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
116,2026-08-31,Transferencia inmediata - A Nombre097 Nombre098 Nombre099 Nombre100 / - fac / 27078868930,-60000.0,NARANJA,Personal - Haberes - Nombre099 Nombre123 Nombre097,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
117,2026-08-31,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
118,2026-08-31,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
119,2026-08-31,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
120,2026-08-31,Retiro de efectivo en Nombre064 - Tarj nro. 9486,-400000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
121,2026-08-31,Pago a proveedores Nombre065 - Nombre080 sa 30726480462 03 6216998,63000000.0,NARANJA,Agricultura - Venta Cereal - Nombre080,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
122,2026-08-31,Debito Nombre005. online banking emp - A Nombre044 Nombre045 Nombre046 / - var / 20041007133,-4000000.0,NARANJA,Retiro - Accionista - Nombre044 Nombre045,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
123,2026-08-31,Transferencia realizada - A Nombre101 Nombre102 Nombre103 Nombre104 / - hab / 20093978642,-1554860.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
124,2026-08-31,Debito Nombre005. online banking emp - A Nombre008 Nombre045 Nombre105 / - var / 20638004023,-4000000.0,NARANJA,Retiro - Accionista - Nombre008 Nombre045,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
125,2026-08-31,Transferencia realizada - A Nombre106 Nombre107 Nombre108 / - hab / 20569025623,-1462298.0,NARANJA,Personal - Haberes - Nombre108 Nombre106,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
126,2026-08-31,Debito Nombre005. online banking emp - A Nombre109 Nombre110 Nombre111 / - var / 23387889384,-4000000.0,NARANJA,Retiro - Accionista - Nombre109 Nombre111,,,media,tabla,regla,"regla: tabla exacta, sin documento candidato"
127,2026-08-31,Pago haberes - 570997423 570997423,-1349920.01,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
128,2026-08-31,Pago haberes - 570997423 570997423,-1304328.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
129,2026-08-31,Pago haberes - 570997423 570997423,-1800000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
130,2026-08-31,Pago haberes - 570997423 570997423,-666571.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
131,2026-08-31,Pago haberes - 570997423 570997423,-1457360.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
132,2026-08-31,Pago haberes - 570997423 570997423,-1299440.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
133,2026-08-31,Pago haberes - 570997423 570997423,-1800000.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
134,2026-08-31,Pago haberes - 570997423 570997423,-328725.0,NARANJA,,,,baja,ninguno,modelo,el modelo no devolvio decision
135,2026-08-31,"Nombre031 al debito Nombre066 Nombre067 1,2%",-19200.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
136,2026-08-31,"Impuesto ley 25.413 debito 0,6%",-151065.85,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
137,2026-08-31,"Impuesto ley 25.413 credito 0,6%",-378000.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
138,2026-08-31,Comision Nombre005 Nombre088 Nombre089 Nombre090 - Comision Nombre091,-864.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
139,2026-08-31,Iva 21% Nombre040 de Nombre041 ley27743,-181.44,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
140,2026-08-31,Comision Nombre005 Nombre088 Nombre089 Nombre090 - Comision Nombre091,-1782.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
141,2026-08-31,Iva 21% Nombre040 de Nombre041 ley27743,-374.22,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
142,2026-08-31,Comision Nombre005 Nombre088 Nombre089 Nombre090 - Comision Nombre091,-1782.0,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
143,2026-08-31,Iva 21% Nombre040 de Nombre041 ley27743,-374.22,GRIS,,,,alta,ninguno,regla,cargo automatico del banco
